"Service Request #","Date Request Opened","Request Status","SLA","Service Group","Agency Responsible","Request Name","Street Address","Latitude","Longitude","Location","TNI Area Description"
"21-00023005","2021 Apr 05 04:18:54 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","NALLEY RD & HILL OAKS RD",,,,"County Address"
"21-00023003","2021 Apr 05 04:17:24 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","MONTPELIER DR & SILVERBIRCH LN",,,,"County Address"
"21-00022987","2021 Apr 05 03:56:46 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","BRIGHTSEAT RD & JERICHO CITY DR",,,,"County Address"
"21-00022911","2021 Apr 05 02:13:30 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","HILL RD & SEAT PLEASANT DR",,,,"County Address"
"21-00022890","2021 Apr 05 01:40:40 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","6412 COUNTRY CLUB CT","38.92645195","-76.89572962","    (38.92645195, -76.89572962)","County Address"
"21-00022879","2021 Apr 05 01:26:07 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1300 MERRIMAC DR",,,,"County Address"
"21-00022844","2021 Apr 05 12:17:16 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","SEAT PLEASANT DR & DATELEAF AVE",,,,"County Address"
"21-00022842","2021 Apr 05 12:14:37 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","505 DATELEAF AVE","38.89698739","-76.8951506","    (38.89698739, -76.8951506)","County Address"
"21-00022767","2021 Apr 05 10:28:37 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","PRINCE PL & HARRY S TRUMAN DR",,,,"County Address"
"21-00022747","2021 Apr 05 09:59:39 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","6809 NASHVILLE RD","38.97602179","-76.88689554","    (38.97602179, -76.88689554)","County Address"
"21-00022730","2021 Apr 05 09:34:48 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1700 BRIGHTSEAT RD",,,,"County Address"
"21-00022725","2021 Apr 05 09:32:59 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","10101 TOWHEE AVE","39.02103795","-76.96483694","    (39.02103795, -76.96483694)","County Address"
"21-00022723","2021 Apr 05 09:30:51 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","9203 FOXCROFT AVE","38.76267349","-76.87720957","    (38.76267349, -76.87720957)","County Address"
"21-00022704","2021 Apr 05 09:00:31 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1498 KAREN BLVD",,,,"County Address"
"21-00022692","2021 Apr 05 08:41:03 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","23RD PKY & IVERSON ST",,,,"County Address"
"21-00022671","2021 Apr 05 06:14:50 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","BRIGHTSEAT RD & EVARTS ST",,,,"County Address"
"21-00022651","2021 Apr 04 03:50:08 PM","OPEN","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","3826 SWANN RD","38.83678451","-76.91656049","    (38.83678451, -76.91656049)","Silver Hill"
"21-00022645","2021 Apr 04 01:39:57 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","2001 OXON RUN DR",,,,"County Address"
"21-00022601","2021 Apr 03 04:00:46 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","6824 RIVERDALE RD",,,,"County Address"
"21-00022598","2021 Apr 03 02:59:00 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","12939 ASBURY DR","38.71291668","-77.01061456","    (38.71291668, -77.01061456)","County Address"
"21-00022500","2021 Apr 02 03:40:39 PM","OPEN","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","6400 85TH AVE","38.97378532","-76.87466994","    (38.97378532, -76.87466994)","County Address"
"21-00022492","2021 Apr 02 03:26:05 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1800 BRIGHTSEAT RD",,,,"County Address"
"21-00022465","2021 Apr 02 02:44:35 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","3791 MEADOWVIEW DR","38.83793432","-76.91531612","    (38.83793432, -76.91531612)","Silver Hill"
"21-00022433","2021 Apr 02 01:36:49 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1106 LARCHMONT AVE","38.87520469","-76.92089832","    (38.87520469, -76.92089832)","County Address"
"21-00022418","2021 Apr 02 12:58:01 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5411 GALLATIN ST","38.95003474","-76.92154893","    (38.95003474, -76.92154893)","Bladensburg / East Riverdale"
"21-00022407","2021 Apr 02 12:29:57 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","12708 HEIDI MARIE CT","38.86051872","-76.78559966","    (38.86051872, -76.78559966)","County Address"
"21-00022342","2021 Apr 02 10:59:59 AM","OPEN","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","MARJORIE DR & MARCO DR",,,,"County Address"
"21-00022340","2021 Apr 02 10:57:44 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1400 ALBERT DR","38.90884533","-76.80334415","    (38.90884533, -76.80334415)","County Address"
"21-00022339","2021 Apr 02 10:55:37 AM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","1404 BRADY CT","38.90997431","-76.80278283","    (38.90997431, -76.80278283)","County Address"
"21-00022335","2021 Apr 02 10:51:59 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","11801 DECESARIS BLVD","38.90935594","-76.80145151","    (38.90935594, -76.80145151)","County Address"
"21-00022327","2021 Apr 02 10:24:08 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","GOOD LUCK RD & CIPRIANO RD",,,,"County Address"
"21-00022307","2021 Apr 02 09:50:41 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","4920 RITCHIE MARLBORO RD","38.824609","-76.78078675","    (38.824609, -76.78078675)","County Address"
"21-00022304","2021 Apr 02 09:48:43 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","13200 OLD MARLBORO PIKE","38.81726502","-76.77786785","    (38.81726502, -76.77786785)","County Address"
"21-00022298","2021 Apr 02 09:43:07 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5126 RITCHIE MARLBORO RD",,,,"County Address"
"21-00022294","2021 Apr 02 09:28:58 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","11712 ROBY AVE","39.04968896","-76.91709038","    (39.04968896, -76.91709038)","County Address"
"21-00022284","2021 Apr 02 09:02:23 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","HANCOCK DR & KEMPA CT",,,,"County Address"
"21-00022268","2021 Apr 02 08:17:07 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","8711 JENNIFER CT","38.76929225","-76.91640913","    (38.76929225, -76.91640913)","County Address"
"21-00022191","2021 Apr 01 04:02:41 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","3802 WARNER AVE","38.93719403","-76.89640778","    (38.93719403, -76.89640778)","County Address"
"21-00022180","2021 Apr 01 03:32:02 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","13500 MOLLY BERRY RD","38.70410334","-76.76435933","    (38.70410334, -76.76435933)","County Address"
"21-00022177","2021 Apr 01 03:28:45 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","13605 MARTIN RD","38.70273489","-76.77005819","    (38.70273489, -76.77005819)","County Address"
"21-00022175","2021 Apr 01 03:21:31 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","BALTIMORE LN & ANNAPOLIS RD",,,,"County Address"
"21-00022173","2021 Apr 01 03:19:23 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","ELM ST & BALTIMORE LN",,,,"County Address"
"21-00022169","2021 Apr 01 03:16:47 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5107 BALTIMORE LN","38.96029682","-76.82399153","    (38.96029682, -76.82399153)","County Address"
"21-00022159","2021 Apr 01 02:58:42 PM","OPEN","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","WILBURN DR & CAPPY AVE",,,,"County Address"
"21-00022142","2021 Apr 01 02:22:05 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","BOUNDS AVE & ORLY LN",,,,"County Address"
"21-00022128","2021 Apr 01 01:53:45 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","608 TANTALLON DR",,,,"County Address"
"21-00022121","2021 Apr 01 01:37:24 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","7608 CROOM STATION RD","38.78473968","-76.75916271","    (38.78473968, -76.75916271)","County Address"
"21-00022108","2021 Apr 01 01:08:46 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","5104 OAKLAND WAY","38.81964078","-76.90915689","    (38.81964078, -76.90915689)","County Address"
"21-00022066","2021 Apr 01 11:42:31 AM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","1002 ARCHERY DR","38.76168616","-77.02262505","    (38.76168616, -77.02262505)","County Address"
"21-00022054","2021 Apr 01 11:26:17 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","10202 PRINCE PL","38.89257591","-76.82934174","    (38.89257591, -76.82934174)","County Address"
"21-00022033","2021 Apr 01 10:56:19 AM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","SHORT CUT RD & BRANDYWINE RD",,,,"County Address"
"21-00022031","2021 Apr 01 10:54:51 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","4743 Clifton Rd","38.82462283","-76.94488142","    (38.82462283, -76.94488142)","Silver Hill"
"21-00022016","2021 Apr 01 10:31:14 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","PEPIN DR & MEADOW LARK AVE",,,,"County Address"
"21-00021985","2021 Apr 01 09:43:12 AM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","4900 SAINT BARNABAS RD",,,,"County Address"
"21-00021954","2021 Apr 01 09:07:21 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","11014 BIRCH WAY","38.74005543","-76.89794025","    (38.74005543, -76.89794025)","County Address"
"21-00021917","2021 Apr 01 07:25:29 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1600 Fedex Way","38.90772873","-76.8644323","    (38.90772873, -76.8644323)","County Address"
"21-00021868","2021 Mar 31 05:32:39 PM","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Pothole Repair","6500 RIGGS RD","38.96986723","-76.98511986","    (38.96986723, -76.98511986)","County Address"
"21-00021816","2021 Mar 31 03:23:49 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5500 DEER POND LN",,,,"County Address"
"21-00021752","2021 Mar 31 01:32:53 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","10701 LIVINGSTON RD","38.74350704","-77.00110708","    (38.74350704, -77.00110708)","County Address"
"21-00021698","2021 Mar 31 12:00:11 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","6823 FOREST TER","38.92114617","-76.8881404","    (38.92114617, -76.8881404)","Kentland / Palmer Park"
"21-00021637","2021 Mar 31 10:28:35 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","6203 OSBORN RD","38.93510796","-76.910897","    (38.93510796, -76.910897)","County Address"
"21-00021629","2021 Mar 31 10:18:43 AM","OPEN","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","HILLMEADE STATION DR & POPLAR VIEW DR",,,,"County Address"
"21-00021612","2021 Mar 31 09:48:34 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","RITCHIE MARLBORO RD & OLD MARLBORO PIKE",,,,"County Address"
"21-00021582","2021 Mar 31 08:29:05 AM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","FRANKS WAY & WHISTLING OAK WAY",,,,"County Address"
"21-00021487","2021 Mar 30 03:50:05 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","PRINCE PL & SWISS GAP RD",,,,"County Address"
"21-00021460","2021 Mar 30 03:03:50 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","16804 VILLAGE DR","38.83717445","-76.71380943","    (38.83717445, -76.71380943)","County Address"
"21-00021440","2021 Mar 30 02:29:25 PM","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Pothole Repair","15701 LETCHER RD","38.67512805","-76.76946665","    (38.67512805, -76.76946665)","County Address"
"21-00021413","2021 Mar 30 01:33:23 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","RICH HILL DR & LIVINGSTON RD",,,,"County Address"
"21-00021402","2021 Mar 30 01:11:17 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","10604 CAMPUS WAY","38.89830311","-76.82324298","    (38.89830311, -76.82324298)","County Address"
"21-00021370","2021 Mar 30 12:07:49 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","DODGE PARK RD & HUBBARD RD",,,,"County Address"
"21-00021320","2021 Mar 30 11:20:38 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","17027 FAIRWAY VIEW LN","38.8304312","-76.70789147","    (38.8304312, -76.70789147)","County Address"
